,country,iso_code
30256,Montenegro,MNE
30257,Montenegro,MNE
30258,Montenegro,MNE
30259,Montenegro,MNE
30260,Montenegro,MNE
30261,Montenegro,MNE
30262,Montenegro,MNE
30263,Montenegro,MNE
30264,Montenegro,MNE
30265,Montenegro,MNE
30266,Montenegro,MNE
30267,Montenegro,MNE
30268,Montenegro,MNE
30269,Montenegro,MNE
30270,Montenegro,MNE
30271,Montenegro,MNE
30272,Montenegro,MNE
30273,Montenegro,MNE
30274,Montenegro,MNE
30275,Montenegro,MNE
30276,Montenegro,MNE
30277,Montenegro,MNE
30278,Montenegro,MNE
30279,Montenegro,MNE
30280,Montenegro,MNE
30281,Montenegro,MNE
30282,Montenegro,MNE
30283,Montenegro,MNE
30284,Montenegro,MNE
30285,Montenegro,MNE
30286,Montenegro,MNE
30287,Montenegro,MNE
30288,Montenegro,MNE
30289,Montenegro,MNE
30290,Montenegro,MNE
30291,Montenegro,MNE
30292,Montenegro,MNE
30293,Montenegro,MNE
30294,Montenegro,MNE
30295,Montenegro,MNE
30296,Montenegro,MNE
30297,Montenegro,MNE
30298,Montenegro,MNE
30299,Montenegro,MNE
30300,Montenegro,MNE
30301,Montenegro,MNE
30302,Montenegro,MNE
30303,Montenegro,MNE
30304,Montenegro,MNE
30305,Montenegro,MNE
30306,Montenegro,MNE
30307,Montenegro,MNE
30308,Montenegro,MNE
30309,Montenegro,MNE
30310,Montenegro,MNE
30311,Montenegro,MNE
30312,Montenegro,MNE
30313,Montenegro,MNE
30314,Montenegro,MNE
30315,Montenegro,MNE
30316,Montenegro,MNE
30317,Montenegro,MNE
30318,Montenegro,MNE
30319,Montenegro,MNE
30320,Montenegro,MNE
30321,Montenegro,MNE
30322,Montenegro,MNE
30323,Montenegro,MNE
30324,Montenegro,MNE
30325,Montenegro,MNE
30326,Montenegro,MNE
30327,Montenegro,MNE
30328,Montenegro,MNE
30329,Montenegro,MNE
30330,Montenegro,MNE
30331,Montenegro,MNE
30332,Montenegro,MNE
30333,Montenegro,MNE
30334,Montenegro,MNE
30335,Montenegro,MNE
30336,Montenegro,MNE
30337,Montenegro,MNE
30338,Montenegro,MNE
30339,Montenegro,MNE
30340,Montenegro,MNE
30341,Montenegro,MNE
30342,Montenegro,MNE
30343,Montenegro,MNE
30344,Montenegro,MNE
30345,Montenegro,MNE
30346,Montenegro,MNE
30347,Montenegro,MNE
30348,Montenegro,MNE
30349,Montenegro,MNE
30350,Montenegro,MNE
30351,Montenegro,MNE
30352,Montenegro,MNE
30353,Montenegro,MNE
30354,Montenegro,MNE
30355,Montenegro,MNE
30356,Montenegro,MNE
30357,Montenegro,MNE
30358,Montenegro,MNE
30359,Montenegro,MNE
30360,Montenegro,MNE
30361,Montenegro,MNE
30362,Montenegro,MNE
30363,Montenegro,MNE
30364,Montenegro,MNE
30365,Montenegro,MNE
30366,Montenegro,MNE
